disease_id,disease_name,gene_id,gene_name,,
ds:H00038,Malignant melanoma,hsa:1029,"CDKN2A, ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16; cyclin-dependent kinase inhibitor 2A; K06621 cyclin-dependent kinase inhibitor 2A",,
ds:H00038,Malignant melanoma,hsa:1638,"DCT, TRP-2, TYRP2; dopachrome tautomerase (EC:5.3.3.12); K01827 dopachrome tautomerase [EC:5.3.3.12]",,
ds:H00038,Malignant melanoma,hsa:2315,"MLANA, MART-1, MART1; melan-A; K17303 melanoma antigen recognized by T-cells 1",,
ds:H00038,Malignant melanoma,hsa:4286,"MITF, CMM8, MI, WS2, WS2A, bHLHe32; microphthalmia-associated transcription factor; K09455 microphthalmia-associated transcription factor",,
ds:H00038,Malignant melanoma,hsa:4893,"NRAS, ALPS4, CMNS, N-ras, NCMS, NRAS1, NS6; neuroblastoma RAS viral (v-ras) oncogene homolog; K07828 GTPase NRas",,
ds:H00038,Malignant melanoma,hsa:5728,"PTEN, 10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC1, PTEN1, TEP1; phosphatase and tensin homolog (EC:3.1.3.67 3.1.3.16 3.1.3.48); K01110 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]",,
ds:H00038,Malignant melanoma,hsa:6271,"S100A1, S100, S100-alpha, S100A; S100 calcium binding protein A1",,
ds:H00038,Malignant melanoma,hsa:673,"BRAF, B-RAF1, BRAF1, NS7, RAFB1; B-Raf proto-oncogene, serine/threonine kinase (EC:2.7.11.1); K04365 B-Raf proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]",,
ds:H00038,Malignant melanoma,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00038,Malignant melanoma,hsa:7299,"TYR, ATN, CMM8, OCA1, OCA1A, OCAIA, SHEP3; tyrosinase (EC:1.14.18.1); K00505 tyrosinase [EC:1.14.18.1]",,
ds:H00038,Malignant melanoma,hsa:7306,"TYRP1, CAS2, CATB, GP75, OCA3, TRP, TRP1, TYRP, b-PROTEIN; tyrosinase-related protein 1 (EC:1.14.18.-); K00506 tyrosinase-related protein 1 [EC:1.14.18.-]",,
ds:H00038,Malignant melanoma,hsa:7431,"VIM, CTRCT30, HEL113; vimentin; K07606 vimentin",,
ds:H00039,Basal cell carcinoma,hsa:5727,"PTCH1, BCNS, HPE7, NBCCS, PTC, PTC1, PTCH, PTCH11; patched 1; K06225 patched 1",,
ds:H00039,Basal cell carcinoma,hsa:6469,"SHH, HHG1, HLP3, HPE3, MCOPCB5, SMMCI, TPT, TPTPS; sonic hedgehog; K11988 sonic hedgehog",,
ds:H00039,Basal cell carcinoma,hsa:6608,"SMO, FZD11, Gx, SMOH; smoothened, frizzled class receptor; K06226 smoothened",,
ds:H00039,Basal cell carcinoma,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00039,Basal cell carcinoma,hsa:8626,"TP63, AIS, B(p51A), B(p51B), EEC3, KET, LMS, NBP, OFC8, RHS, SHFM4, TP53CP, TP53L, TP73L, p40, p51, p53CP, p63, p73H, p73L; tumor protein p63; K10149 tumor protein p63",,
ds:H00040,Squamous cell carcinoma,hsa:1029,"CDKN2A, ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16; cyclin-dependent kinase inhibitor 2A; K06621 cyclin-dependent kinase inhibitor 2A",,
ds:H00040,Squamous cell carcinoma,hsa:3265,"HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras; Harvey rat sarcoma viral oncogene homolog; K02833 GTPase HRas",,
ds:H00040,Squamous cell carcinoma,hsa:3845,"KRAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, KI-RAS, KRAS1, KRAS2, NS, NS3, RASK2; Kirsten rat sarcoma viral oncogene homolog; K07827 GTPase KRas",,
ds:H00040,Squamous cell carcinoma,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00040,Squamous cell carcinoma,hsa:8626,"TP63, AIS, B(p51A), B(p51B), EEC3, KET, LMS, NBP, OFC8, RHS, SHFM4, TP53CP, TP53L, TP73L, p40, p51, p53CP, p63, p73H, p73L; tumor protein p63; K10149 tumor protein p63",,
ds:H00041,Kaposi's sarcoma,hsa:2248,"FGF3, HBGF-3, INT2; fibroblast growth factor 3; K04358 fibroblast growth factor",,
ds:H00041,Kaposi's sarcoma,hsa:3845,"KRAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, KI-RAS, KRAS1, KRAS2, NS, NS3, RASK2; Kirsten rat sarcoma viral oncogene homolog; K07827 GTPase KRas",,
ds:H00041,Kaposi's sarcoma,hsa:4609,"MYC, MRTL, MYCC, bHLHe39, c-Myc; v-myc avian myelocytomatosis viral oncogene homolog; K04377 Myc proto-oncogene protein",,
ds:H00041,Kaposi's sarcoma,hsa:596,"BCL2, Bcl-2, PPP1R50; B-cell CLL/lymphoma 2; K02161 apoptosis regulator BCL-2",,
ds:H00041,Kaposi's sarcoma,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00042,Glioma,hsa:1019,"CDK4, CMM3, PSK-J3; cyclin-dependent kinase 4 (EC:2.7.11.22); K02089 cyclin-dependent kinase 4 [EC:2.7.11.22]",,
ds:H00042,Glioma,hsa:1029,"CDKN2A, ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16; cyclin-dependent kinase inhibitor 2A; K06621 cyclin-dependent kinase inhibitor 2A",,
ds:H00042,Glioma,hsa:1956,"EGFR, ERBB, ERBB1, HER1, PIG61, mENA; epidermal growth factor receptor (EC:2.7.10.1); K04361 epidermal growth factor receptor [EC:2.7.10.1]",,
ds:H00042,Glioma,hsa:4193,"MDM2, ACTFS, HDMX, hdm2; MDM2 proto-oncogene, E3 ubiquitin protein ligase; K06643 E3 ubiquitin-protein ligase Mdm2 [EC:6.3.2.19]",,
ds:H00042,Glioma,hsa:5154,"PDGFA, PDGF-A, PDGF1; platelet-derived growth factor alpha polypeptide; K04359 platelet-derived growth factor subunit A",,
ds:H00042,Glioma,hsa:5155,"PDGFB, IBGC5, PDGF-2, PDGF2, SIS, SSV, c-sis; platelet-derived growth factor beta polypeptide; K17386 platelet-derived growth factor subunit B",,
ds:H00042,Glioma,hsa:5156,"PDGFRA, CD140A, PDGFR-2, PDGFR2, RHEPDGFRA; platelet-derived growth factor receptor, alpha polypeptide (EC:2.7.10.1); K04363 platelet-derived growth factor receptor alpha [EC:2.7.10.1]",,
ds:H00042,Glioma,hsa:5159,"PDGFRB, CD140B, IBGC4, IMF1, JTK12, PDGFR, PDGFR-1, PDGFR1; platelet-derived growth factor receptor, beta polypeptide (EC:2.7.10.1); K05089 platelet-derived growth factor receptor beta [EC:2.7.10.1]",,
ds:H00042,Glioma,hsa:5728,"PTEN, 10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC1, PTEN1, TEP1; phosphatase and tensin homolog (EC:3.1.3.67 3.1.3.16 3.1.3.48); K01110 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]",,
ds:H00042,Glioma,hsa:5925,"RB1, OSRC, PPP1R130, RB, p105-Rb, pRb, pp110; retinoblastoma 1; K06618 retinoblastoma-associated protein",,
ds:H00042,Glioma,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00043,Neuroblastoma,hsa:197257,"LDHD, DLD; lactate dehydrogenase D (EC:1.1.2.4); K00102 D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]",,
ds:H00043,Neuroblastoma,hsa:2026,"ENO2, HEL-S-279, NSE; enolase 2 (gamma, neuronal) (EC:4.2.1.11); K01689 enolase [EC:4.2.1.11]",,
ds:H00043,Neuroblastoma,hsa:2495,"FTH1, FHC, FTH, FTHL6, HFE5, PIG15, PLIF; ferritin, heavy polypeptide 1 (EC:1.16.3.1); K00522 ferritin heavy chain [EC:1.16.3.2]",,
ds:H00043,Neuroblastoma,hsa:2512,"FTL, LFTD, NBIA3; ferritin, light polypeptide; K13625 ferritin light chain",,
ds:H00043,Neuroblastoma,hsa:3939,"LDHA, GSD11, HEL-S-133P, LDH1, LDHM; lactate dehydrogenase A (EC:1.1.1.27); K00016 L-lactate dehydrogenase [EC:1.1.1.27]",,
ds:H00043,Neuroblastoma,hsa:3945,"LDHB, HEL-S-281, LDH-B, LDH-H, LDHBD, TRG-5; lactate dehydrogenase B (EC:1.1.1.27); K00016 L-lactate dehydrogenase [EC:1.1.1.27]",,
ds:H00043,Neuroblastoma,hsa:3948,"LDHC, CT32, LDH3, LDHX; lactate dehydrogenase C (EC:1.1.1.27); K00016 L-lactate dehydrogenase [EC:1.1.1.27]",,
ds:H00043,Neuroblastoma,hsa:4613,"MYCN, MODED, N-myc, NMYC, ODED, bHLHe37; v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog; K09109 N-myc proto-oncogene protein",,
ds:H00043,Neuroblastoma,hsa:4914,"NTRK1, MTC, TRK, TRK1, TRKA, Trk-A, p140-TrkA; neurotrophic tyrosine kinase, receptor, type 1 (EC:2.7.10.1); K03176 neurotrophic tyrosine kinase receptor type 1 [EC:2.7.10.1]",,
ds:H00043,Neuroblastoma,hsa:4915,"NTRK2, GP145-TrkB, TRKB, trk-B; neurotrophic tyrosine kinase, receptor, type 2 (EC:2.7.10.1); K04360 neurotrophic tyrosine kinase receptor type 2 [EC:2.7.10.1]",,
ds:H00043,Neuroblastoma,hsa:4916,"NTRK3, TRKC, gp145(trkC); neurotrophic tyrosine kinase, receptor, type 3 (EC:2.7.10.1); K05101 neurotrophic tyrosine kinase, receptor type 3 [EC:2.7.10.1]",,
ds:H00043,Neuroblastoma,hsa:960,"CD44, CDW44, CSPG8, ECMR-III, HCELL, HUTCH-I, IN, LHR, MC56, MDU2, MDU3, MIC4, Pgp1; CD44 molecule (Indian blood group); K06256 CD44 antigen",,
ds:H00044,Cancer of the anal canal,hsa:1630,"DCC, CRC18, CRCR1, IGDCC1, MRMV1, NTN1R1; DCC netrin 1 receptor; K06765 deleted in colorectal carcinoma",,
ds:H00044,Cancer of the anal canal,hsa:324,"APC, BTPS2, DP2, DP2.5, DP3, GS, PPP1R46; adenomatous polyposis coli; K02085 adenomatosis polyposis coli protein",,
ds:H00044,Cancer of the anal canal,hsa:3856,"KRT8, CARD2, CK-8, CK8, CYK8, K2C8, K8, KO; keratin 8; K07605 type II keratin, basic",,
ds:H00044,Cancer of the anal canal,hsa:3875,"KRT18, CYK18, K18; keratin 18; K07604 type I keratin, acidic",,
ds:H00044,Cancer of the anal canal,hsa:3880,"KRT19, CK19, K19, K1CS; keratin 19; K07604 type I keratin, acidic",,
ds:H00044,Cancer of the anal canal,hsa:6317,"SERPINB3, HsT1196, SCC, SCCA-1, SCCA-PD, SCCA1, T4-A; serpin peptidase inhibitor, clade B (ovalbumin), member 3; K13963 serpin B",,
ds:H00044,Cancer of the anal canal,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00044,Cancer of the anal canal,hsa:8626,"TP63, AIS, B(p51A), B(p51B), EEC3, KET, LMS, NBP, OFC8, RHS, SHFM4, TP53CP, TP53L, TP73L, p40, p51, p53CP, p63, p73H, p73L; tumor protein p63; K10149 tumor protein p63",,
ds:H00045,Malignant islet cell carcinoma,hsa:1029,"CDKN2A, ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16; cyclin-dependent kinase inhibitor 2A; K06621 cyclin-dependent kinase inhibitor 2A",,
ds:H00045,Malignant islet cell carcinoma,hsa:3880,"KRT19, CK19, K19, K1CS; keratin 19; K07604 type I keratin, acidic",,
ds:H00045,Malignant islet cell carcinoma,hsa:4221,"MEN1, MEAI, SCG2; multiple endocrine neoplasia I; K14970 menin",,
ds:H00045,Malignant islet cell carcinoma,hsa:4288,"MKI67, KIA, MIB-, MIB-1, PPP1R105; marker of proliferation Ki-67; K17582 antigen KI-67",,
ds:H00046,Cholangiocarcinoma,hsa:1029,"CDKN2A, ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16; cyclin-dependent kinase inhibitor 2A; K06621 cyclin-dependent kinase inhibitor 2A",,
ds:H00046,Cholangiocarcinoma,hsa:1048,"CEACAM5, CD66e, CEA; carcinoembryonic antigen-related cell adhesion molecule 5; K06499 carcinoembryonic antigen-related cell adhesion molecule",,
ds:H00046,Cholangiocarcinoma,hsa:2064,"ERBB2, CD340, HER-2, HER-2/neu, HER2, MLN_19, NEU, NGL, TKR1; v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2 (EC:2.7.10.1); K05083 receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]",,
ds:H00046,Cholangiocarcinoma,hsa:3845,"KRAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, KI-RAS, KRAS1, KRAS2, NS, NS3, RASK2; Kirsten rat sarcoma viral oncogene homolog; K07827 GTPase KRas",,
ds:H00046,Cholangiocarcinoma,hsa:4233,"MET, AUTS9, HGFR, RCCP2, c-Met; MET proto-oncogene, receptor tyrosine kinase (EC:2.7.10.1); K05099 proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]",,
ds:H00046,Cholangiocarcinoma,hsa:5743,"PTGS2, COX-2, COX2, GRIPGHS, PGG/HS, PGHS-2, PHS-2, hCox-2; prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) (EC:1.14.99.1); K11987 prostaglandin-endoperoxide synthase 2 [EC:1.14.99.1]",,
ds:H00046,Cholangiocarcinoma,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00047,Gallbladder cancer,hsa:1027,"CDKN1B, CDKN4, KIP1, MEN1B, MEN4, P27KIP1; cyclin-dependent kinase inhibitor 1B (p27, Kip1); K06624 cyclin-dependent kinase inhibitor 1B",,
ds:H00047,Gallbladder cancer,hsa:1029,"CDKN2A, ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16; cyclin-dependent kinase inhibitor 2A; K06621 cyclin-dependent kinase inhibitor 2A",,
ds:H00047,Gallbladder cancer,hsa:324,"APC, BTPS2, DP2, DP2.5, DP3, GS, PPP1R46; adenomatous polyposis coli; K02085 adenomatosis polyposis coli protein",,
ds:H00047,Gallbladder cancer,hsa:3845,"KRAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, KI-RAS, KRAS1, KRAS2, NS, NS3, RASK2; Kirsten rat sarcoma viral oncogene homolog; K07827 GTPase KRas",,
ds:H00047,Gallbladder cancer,hsa:4288,"MKI67, KIA, MIB-, MIB-1, PPP1R105; marker of proliferation Ki-67; K17582 antigen KI-67",,
ds:H00047,Gallbladder cancer,hsa:595,"CCND1, BCL1, D11S287E, PRAD1, U21B31; cyclin D1; K04503 cyclin D1",,
ds:H00047,Gallbladder cancer,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00048,Hepatocellular carcinoma,hsa:1029,"CDKN2A, ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16; cyclin-dependent kinase inhibitor 2A; K06621 cyclin-dependent kinase inhibitor 2A",,
ds:H00048,Hepatocellular carcinoma,hsa:1499,"CTNNB1, CTNNB, MRD19, armadillo; catenin (cadherin-associated protein), beta 1, 88kDa; K02105 catenin beta 1",,
ds:H00048,Hepatocellular carcinoma,hsa:174,"AFP, FETA, HPAFP; alpha-fetoprotein; K16144 alpha-fetoprotein",,
ds:H00048,Hepatocellular carcinoma,hsa:2678,"GGT1, CD224, D22S672, D22S732, GGT, GGT_1, GTG; gamma-glutamyltransferase 1 (EC:2.3.2.2 3.4.19.13 3.4.19.14); K18592 gamma-glutamyltranspeptidase / glutathione hydrolase / leukotriene-C4 hydrolase [EC:2.3.2.2 3.4.19.13 3.4.19.14]",,
ds:H00048,Hepatocellular carcinoma,hsa:2719,"GPC3, DGSX, GTR2-2, MXR7, OCI-5, SDYS, SGB, SGBS, SGBS1; glypican 3; K08109 glypican 3 (OCI-5)",,
ds:H00048,Hepatocellular carcinoma,hsa:3265,"HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras; Harvey rat sarcoma viral oncogene homolog; K02833 GTPase HRas",,
ds:H00048,Hepatocellular carcinoma,hsa:3482,"IGF2R, CD222, CIMPR, M6P-R, MPR1, MPRI; insulin-like growth factor 2 receptor; K06564 insulin-like growth factor 2 receptor",,
ds:H00048,Hepatocellular carcinoma,hsa:3845,"KRAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, KI-RAS, KRAS1, KRAS2, NS, NS3, RASK2; Kirsten rat sarcoma viral oncogene homolog; K07827 GTPase KRas",,
ds:H00048,Hepatocellular carcinoma,hsa:4893,"NRAS, ALPS4, CMNS, N-ras, NCMS, NRAS1, NS6; neuroblastoma RAS viral (v-ras) oncogene homolog; K07828 GTPase NRas",,
ds:H00048,Hepatocellular carcinoma,hsa:5728,"PTEN, 10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC1, PTEN1, TEP1; phosphatase and tensin homolog (EC:3.1.3.67 3.1.3.16 3.1.3.48); K01110 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]",,
ds:H00048,Hepatocellular carcinoma,hsa:5925,"RB1, OSRC, PPP1R130, RB, p105-Rb, pRb, pp110; retinoblastoma 1; K06618 retinoblastoma-associated protein",,
ds:H00048,Hepatocellular carcinoma,hsa:7040,"TGFB1, CED, DPD1, LAP, TGFB, TGFbeta; transforming growth factor, beta 1; K13375 transforming growth factor beta-1",,
ds:H00048,Hepatocellular carcinoma,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00048,Hepatocellular carcinoma,hsa:7161,"TP73, P73; tumor protein p73; K10148 tumor protein p73",,
ds:H00048,Hepatocellular carcinoma,hsa:8312,"AXIN1, AXIN, PPP1R49; axin 1; K02157 axin 1",,
ds:H00048,Hepatocellular carcinoma,hsa:999,"CDH1, Arc-1, CD324, CDHE, ECAD, LCAM, UVO; cadherin 1, type 1, E-cadherin (epithelial); K05689 cadherin 1, type 1, E-cadherin",,
ds:H00049,Myxoid liposarcoma,hsa:1649,"DDIT3, CEBPZ, CHOP, CHOP-10, CHOP10, GADD153; DNA-damage-inducible transcript 3; K04452 DNA damage-inducible transcript 3",,
ds:H00049,Myxoid liposarcoma,hsa:2130,"EWSR1, EWS, bK984G1.4; EWS RNA-binding protein 1; K13209 RNA-binding protein EWS",,
ds:H00049,Myxoid liposarcoma,hsa:2521,"FUS, ALS6, ETM4, FUS1, HNRNPP2, POMP75, TLS; FUS RNA binding protein; K13098 RNA-binding protein FUS",,
ds:H00049,Myxoid liposarcoma,hsa:4288,"MKI67, KIA, MIB-, MIB-1, PPP1R105; marker of proliferation Ki-67; K17582 antigen KI-67",,
ds:H00049,Myxoid liposarcoma,hsa:6271,"S100A1, S100, S100-alpha, S100A; S100 calcium binding protein A1",,
ds:H00049,Myxoid liposarcoma,hsa:7431,"VIM, CTRCT30, HEL113; vimentin; K07606 vimentin",,
ds:H00050,Synovial sarcoma,hsa:3480,"IGF1R, CD221, IGFIR, IGFR, JTK13; insulin-like growth factor 1 receptor (EC:2.7.10.1); K05087 insulin-like growth factor 1 receptor [EC:2.7.10.1]",,
ds:H00050,Synovial sarcoma,hsa:4288,"MKI67, KIA, MIB-, MIB-1, PPP1R105; marker of proliferation Ki-67; K17582 antigen KI-67",,
ds:H00050,Synovial sarcoma,hsa:6756,"SSX1, CT5.1, SSRC; synovial sarcoma, X breakpoint 1; K15624 protein SSX1",,
ds:H00050,Synovial sarcoma,hsa:6757,"SSX2, CT5.2, CT5.2A, HD21, HOM-MEL-40, SSX; synovial sarcoma, X breakpoint 2; K15625 protein SSX2",,
ds:H00050,Synovial sarcoma,hsa:6760,"SS18, SSXT, SYT; synovial sarcoma translocation, chromosome 18; K15623 protein SSXT",,
ds:H00051,Alveolar soft part sarcoma,hsa:7030,"TFE3, RCCP2, RCCX1, TFEA, bHLHe33; transcription factor binding to IGHM enhancer 3; K09105 transcription factor E3",,
ds:H00051,Alveolar soft part sarcoma,hsa:79058,"ASPSCR1, ASPCR1, ASPL, ASPS, RCC17, TUG, UBXD9, UBXN9; alveolar soft part sarcoma chromosome region, candidate 1; K15627 tether containing UBX domain for GLUT4",,
ds:H00052,Clear cell sarcoma of soft tissue,hsa:2130,"EWSR1, EWS, bK984G1.4; EWS RNA-binding protein 1; K13209 RNA-binding protein EWS",,
ds:H00052,Clear cell sarcoma of soft tissue,hsa:2315,"MLANA, MART-1, MART1; melan-A; K17303 melanoma antigen recognized by T-cells 1",,
ds:H00052,Clear cell sarcoma of soft tissue,hsa:466,"ATF1, EWS-ATF1, FUS/ATF-1, TREB36; activating transcription factor 1; K09053 activating transcription factor 1",,
ds:H00052,Clear cell sarcoma of soft tissue,hsa:6271,"S100A1, S100, S100-alpha, S100A; S100 calcium binding protein A1",,
ds:H00053,Extraskeletal myxoid chondrosarcoma,hsa:2130,"EWSR1, EWS, bK984G1.4; EWS RNA-binding protein 1; K13209 RNA-binding protein EWS",,
ds:H00053,Extraskeletal myxoid chondrosarcoma,hsa:6271,"S100A1, S100, S100-alpha, S100A; S100 calcium binding protein A1",,
ds:H00053,Extraskeletal myxoid chondrosarcoma,hsa:6855,"SYP, MRX96, MRXSYP; synaptophysin",,
ds:H00053,Extraskeletal myxoid chondrosarcoma,hsa:7431,"VIM, CTRCT30, HEL113; vimentin; K07606 vimentin",,
ds:H00053,Extraskeletal myxoid chondrosarcoma,hsa:8013,"NR4A3, CHN, CSMF, MINOR, NOR1, TEC; nuclear receptor subfamily 4, group A, member 3; K08559 nuclear receptor subfamily 4 group A member 3",,
ds:H00053,Extraskeletal myxoid chondrosarcoma,hsa:8148,"TAF15, Npl3, RBP56, TAF2N, TAFII68; TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa; K14651 transcription initiation factor TFIID subunit 15",,
ds:H00054,Nasopharyngeal cancer,hsa:1029,"CDKN2A, ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16; cyclin-dependent kinase inhibitor 2A; K06621 cyclin-dependent kinase inhibitor 2A",,
ds:H00054,Nasopharyngeal cancer,hsa:11186,"RASSF1, 123F2, NORE2A, RASSF1A, RDA32, REH3P21; Ras association (RalGDS/AF-6) domain family member 1; K09850 Ras association domain-containing protein 1",,
ds:H00054,Nasopharyngeal cancer,hsa:1910,"EDNRB, ABCDS, ET-B, ET-BR, ETB, ETBR, ETRB, HSCR, HSCR2, WS4A; endothelin receptor type B; K04198 endothelin receptor type B",,
ds:H00054,Nasopharyngeal cancer,hsa:23705,"CADM1, BL2, IGSF4, IGSF4A, NECL2, Necl-2, RA175, ST17, SYNCAM, TSLC1, sTSLC-1, sgIGSF, synCAM1; cell adhesion molecule 1; K06781 cell adhesion molecule 1",,
ds:H00054,Nasopharyngeal cancer,hsa:596,"BCL2, Bcl-2, PPP1R50; B-cell CLL/lymphoma 2; K02161 apoptosis regulator BCL-2",,
ds:H00054,Nasopharyngeal cancer,hsa:999,"CDH1, Arc-1, CD324, CDHE, ECAD, LCAM, UVO; cadherin 1, type 1, E-cadherin (epithelial); K05689 cadherin 1, type 1, E-cadherin",,
ds:H00055,Laryngeal cancer,hsa:1029,"CDKN2A, ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16; cyclin-dependent kinase inhibitor 2A; K06621 cyclin-dependent kinase inhibitor 2A",,
ds:H00055,Laryngeal cancer,hsa:1956,"EGFR, ERBB, ERBB1, HER1, PIG61, mENA; epidermal growth factor receptor (EC:2.7.10.1); K04361 epidermal growth factor receptor [EC:2.7.10.1]",,
ds:H00055,Laryngeal cancer,hsa:4609,"MYC, MRTL, MYCC, bHLHe39, c-Myc; v-myc avian myelocytomatosis viral oncogene homolog; K04377 Myc proto-oncogene protein",,
ds:H00055,Laryngeal cancer,hsa:595,"CCND1, BCL1, D11S287E, PRAD1, U21B31; cyclin D1; K04503 cyclin D1",,
ds:H00055,Laryngeal cancer,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00055,Laryngeal cancer,hsa:898,"CCNE1, CCNE; cyclin E1; K06626 cyclin E",,
ds:H00055,Laryngeal cancer,hsa:9134,"CCNE2, CYCE2; cyclin E2; K06626 cyclin E",,
