gene,name,bp
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_6789>,"STK4, KRS2, MST1, TIIAC, YSK3; serine/threonine kinase 4 (EC:2.7.11.1); K04411 serine/threonine kinase 4",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_6789>,"STK4, KRS2, MST1, TIIAC, YSK3; serine/threonine kinase 4 (EC:2.7.11.1); K04411 serine/threonine kinase 4",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_6794>,"STK11, LKB1, PJS, hLKB1; serine/threonine kinase 11 (EC:2.7.11.1); K07298 serine/threonine-protein kinase 11",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_6794>,"STK11, LKB1, PJS, hLKB1; serine/threonine kinase 11 (EC:2.7.11.1); K07298 serine/threonine-protein kinase 11",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_685>,BTC; betacellulin; K09783 betacellulin,<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_685>,BTC; betacellulin; K09783 betacellulin,<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_6850>,"SYK, p72-Syk; spleen tyrosine kinase (EC:2.7.10.2); K05855 spleen tyrosine kinase [EC:2.7.10.2]",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_6850>,"SYK, p72-Syk; spleen tyrosine kinase (EC:2.7.10.2); K05855 spleen tyrosine kinase [EC:2.7.10.2]",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_6932>,"TCF7, TCF-1; transcription factor 7 (T-cell specific, HMG-box); K02620 transcription factor 7",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_6934>,"TCF7L2, TCF-4, TCF4; transcription factor 7-like 2 (T-cell specific, HMG-box); K04491 transcription factor 7-like 2",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_6934>,"TCF7L2, TCF-4, TCF4; transcription factor 7-like 2 (T-cell specific, HMG-box); K04491 transcription factor 7-like 2",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_699>,"BUB1, BUB1A, BUB1L, hBUB1; BUB1 mitotic checkpoint serine/threonine kinase (EC:2.7.11.1); K02178 checkpoint serine/threonine-protein kinase [EC:2.7.11.1]",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_699>,"BUB1, BUB1A, BUB1L, hBUB1; BUB1 mitotic checkpoint serine/threonine kinase (EC:2.7.11.1); K02178 checkpoint serine/threonine-protein kinase [EC:2.7.11.1]",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_701>,"BUB1B, BUB1beta, BUBR1, Bub1A, MAD3L, MVA1, SSK1, hBUBR1; BUB1 mitotic checkpoint serine/threonine kinase B (EC:2.7.11.1); K06637 mitotic checkpoint serine/threonine-protein kinase BUB1 beta [EC:2.7.11.1]",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_701>,"BUB1B, BUB1beta, BUBR1, Bub1A, MAD3L, MVA1, SSK1, hBUBR1; BUB1 mitotic checkpoint serine/threonine kinase B (EC:2.7.11.1); K06637 mitotic checkpoint serine/threonine-protein kinase BUB1 beta [EC:2.7.11.1]",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7010>,"TEK, CD202B, TIE-2, TIE2, VMCM, VMCM1; TEK tyrosine kinase, endothelial (EC:2.7.10.1); K05121 endothelial-specific receptor tyrosine kinase [EC:2.7.10.1]",<http://www.geneontology.org/go#GO_0016525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7010>,"TEK, CD202B, TIE-2, TIE2, VMCM, VMCM1; TEK tyrosine kinase, endothelial (EC:2.7.10.1); K05121 endothelial-specific receptor tyrosine kinase [EC:2.7.10.1]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7010>,"TEK, CD202B, TIE-2, TIE2, VMCM, VMCM1; TEK tyrosine kinase, endothelial (EC:2.7.10.1); K05121 endothelial-specific receptor tyrosine kinase [EC:2.7.10.1]",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7010>,"TEK, CD202B, TIE-2, TIE2, VMCM, VMCM1; TEK tyrosine kinase, endothelial (EC:2.7.10.1); K05121 endothelial-specific receptor tyrosine kinase [EC:2.7.10.1]",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7010>,"TEK, CD202B, TIE-2, TIE2, VMCM, VMCM1; TEK tyrosine kinase, endothelial (EC:2.7.10.1); K05121 endothelial-specific receptor tyrosine kinase [EC:2.7.10.1]",<http://www.geneontology.org/go#GO_0045765>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7027>,"TFDP1, DP1, DRTF1, Dp-1; transcription factor Dp-1; K04683 transcription factor Dp-1",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7027>,"TFDP1, DP1, DRTF1, Dp-1; transcription factor Dp-1; K04683 transcription factor Dp-1",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7039>,"TGFA, TFGA; transforming growth factor, alpha; K08774 transforming growth factor, alpha",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7039>,"TGFA, TFGA; transforming growth factor, alpha; K08774 transforming growth factor, alpha",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7039>,"TGFA, TFGA; transforming growth factor, alpha; K08774 transforming growth factor, alpha",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7039>,"TGFA, TFGA; transforming growth factor, alpha; K08774 transforming growth factor, alpha",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7040>,"TGFB1, CED, DPD1, LAP, TGFB, TGFbeta; transforming growth factor, beta 1; K13375 transforming growth factor beta-1",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7040>,"TGFB1, CED, DPD1, LAP, TGFB, TGFbeta; transforming growth factor, beta 1; K13375 transforming growth factor beta-1",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7040>,"TGFB1, CED, DPD1, LAP, TGFB, TGFbeta; transforming growth factor, beta 1; K13375 transforming growth factor beta-1",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7040>,"TGFB1, CED, DPD1, LAP, TGFB, TGFbeta; transforming growth factor, beta 1; K13375 transforming growth factor beta-1",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7040>,"TGFB1, CED, DPD1, LAP, TGFB, TGFbeta; transforming growth factor, beta 1; K13375 transforming growth factor beta-1",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7040>,"TGFB1, CED, DPD1, LAP, TGFB, TGFbeta; transforming growth factor, beta 1; K13375 transforming growth factor beta-1",<http://www.geneontology.org/go#GO_0042981>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7042>,"TGFB2, LDS4, TGF-beta2; transforming growth factor, beta 2; K13376 transforming growth factor beta-2",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7042>,"TGFB2, LDS4, TGF-beta2; transforming growth factor, beta 2; K13376 transforming growth factor beta-2",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7042>,"TGFB2, LDS4, TGF-beta2; transforming growth factor, beta 2; K13376 transforming growth factor beta-2",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7042>,"TGFB2, LDS4, TGF-beta2; transforming growth factor, beta 2; K13376 transforming growth factor beta-2",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7042>,"TGFB2, LDS4, TGF-beta2; transforming growth factor, beta 2; K13376 transforming growth factor beta-2",<http://www.geneontology.org/go#GO_0042981>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7043>,"TGFB3, ARVD, ARVD1, RNHF, TGF-beta3; transforming growth factor, beta 3; K13377 transforming growth factor beta-3",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7043>,"TGFB3, ARVD, ARVD1, RNHF, TGF-beta3; transforming growth factor, beta 3; K13377 transforming growth factor beta-3",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7043>,"TGFB3, ARVD, ARVD1, RNHF, TGF-beta3; transforming growth factor, beta 3; K13377 transforming growth factor beta-3",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7043>,"TGFB3, ARVD, ARVD1, RNHF, TGF-beta3; transforming growth factor, beta 3; K13377 transforming growth factor beta-3",<http://www.geneontology.org/go#GO_0042981>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7046>,"TGFBR1, AAT5, ACVRLK4, ALK-5, ALK5, ESS1, LDS1, LDS1A, LDS2A, MSSE, SKR4, TGFR-1; transforming growth factor, beta receptor 1 (EC:2.7.11.30); K04674 TGF-beta receptor type-1 [EC:2.7.11.30]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7046>,"TGFBR1, AAT5, ACVRLK4, ALK-5, ALK5, ESS1, LDS1, LDS1A, LDS2A, MSSE, SKR4, TGFR-1; transforming growth factor, beta receptor 1 (EC:2.7.11.30); K04674 TGF-beta receptor type-1 [EC:2.7.11.30]",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7046>,"TGFBR1, AAT5, ACVRLK4, ALK-5, ALK5, ESS1, LDS1, LDS1A, LDS2A, MSSE, SKR4, TGFR-1; transforming growth factor, beta receptor 1 (EC:2.7.11.30); K04674 TGF-beta receptor type-1 [EC:2.7.11.30]",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7046>,"TGFBR1, AAT5, ACVRLK4, ALK-5, ALK5, ESS1, LDS1, LDS1A, LDS2A, MSSE, SKR4, TGFR-1; transforming growth factor, beta receptor 1 (EC:2.7.11.30); K04674 TGF-beta receptor type-1 [EC:2.7.11.30]",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7048>,"TGFBR2, AAT3, FAA3, LDS1B, LDS2, LDS2B, MFS2, RIIC, TAAD2, TGFR-2, TGFbeta-RII; transforming growth factor, beta receptor II (70/80kDa) (EC:2.7.11.30); K04388 TGF-beta receptor type-2 [EC:2.7.11.30]",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7048>,"TGFBR2, AAT3, FAA3, LDS1B, LDS2, LDS2B, MFS2, RIIC, TAAD2, TGFR-2, TGFbeta-RII; transforming growth factor, beta receptor II (70/80kDa) (EC:2.7.11.30); K04388 TGF-beta receptor type-2 [EC:2.7.11.30]",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7048>,"TGFBR2, AAT3, FAA3, LDS1B, LDS2, LDS2B, MFS2, RIIC, TAAD2, TGFR-2, TGFbeta-RII; transforming growth factor, beta receptor II (70/80kDa) (EC:2.7.11.30); K04388 TGF-beta receptor type-2 [EC:2.7.11.30]",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7048>,"TGFBR2, AAT3, FAA3, LDS1B, LDS2, LDS2B, MFS2, RIIC, TAAD2, TGFR-2, TGFbeta-RII; transforming growth factor, beta receptor II (70/80kDa) (EC:2.7.11.30); K04388 TGF-beta receptor type-2 [EC:2.7.11.30]",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7048>,"TGFBR2, AAT3, FAA3, LDS1B, LDS2, LDS2B, MFS2, RIIC, TAAD2, TGFR-2, TGFbeta-RII; transforming growth factor, beta receptor II (70/80kDa) (EC:2.7.11.30); K04388 TGF-beta receptor type-2 [EC:2.7.11.30]",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7057>,"THBS1, THBS, THBS-1, TSP, TSP-1, TSP1; thrombospondin 1; K16857 thrombospondin 1",<http://www.geneontology.org/go#GO_0016525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7057>,"THBS1, THBS, THBS-1, TSP, TSP-1, TSP1; thrombospondin 1; K16857 thrombospondin 1",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7057>,"THBS1, THBS, THBS-1, TSP, TSP-1, TSP1; thrombospondin 1; K16857 thrombospondin 1",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7058>,"THBS2, TSP2; thrombospondin 2; K04659 thrombospondin 2/3/4/5",<http://www.geneontology.org/go#GO_0016525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7060>,"THBS4, TSP4; thrombospondin 4; K04659 thrombospondin 2/3/4/5",<http://www.geneontology.org/go#GO_0016525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7074>,TIAM1; T-cell lymphoma invasion and metastasis 1; K05731 T-lymphoma invasion and metastasis-inducing protein 1,<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7097>,"TLR2, CD282, TIL4; toll-like receptor 2; K10159 toll-like receptor 2",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7097>,"TLR2, CD282, TIL4; toll-like receptor 2; K10159 toll-like receptor 2",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7124>,"TNF, DIF, TNF-alpha, TNFA, TNFSF2; tumor necrosis factor; K03156 tumor necrosis factor superfamily, member 2",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7124>,"TNF, DIF, TNF-alpha, TNFA, TNFSF2; tumor necrosis factor; K03156 tumor necrosis factor superfamily, member 2",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7124>,"TNF, DIF, TNF-alpha, TNFA, TNFSF2; tumor necrosis factor; K03156 tumor necrosis factor superfamily, member 2",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7124>,"TNF, DIF, TNF-alpha, TNFA, TNFSF2; tumor necrosis factor; K03156 tumor necrosis factor superfamily, member 2",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7132>,"TNFRSF1A, CD120a, FPF, MS5, TBP1, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR1-d2, TNFR55, TNFR60, p55, p55-R, p60; tumor necrosis factor receptor superfamily, member 1A; K03158 tumor necrosis factor receptor superfamily member 1A",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7132>,"TNFRSF1A, CD120a, FPF, MS5, TBP1, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR1-d2, TNFR55, TNFR60, p55, p55-R, p60; tumor necrosis factor receptor superfamily, member 1A; K03158 tumor necrosis factor receptor superfamily member 1A",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7132>,"TNFRSF1A, CD120a, FPF, MS5, TBP1, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR1-d2, TNFR55, TNFR60, p55, p55-R, p60; tumor necrosis factor receptor superfamily, member 1A; K03158 tumor necrosis factor receptor superfamily member 1A",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7132>,"TNFRSF1A, CD120a, FPF, MS5, TBP1, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR1-d2, TNFR55, TNFR60, p55, p55-R, p60; tumor necrosis factor receptor superfamily, member 1A; K03158 tumor necrosis factor receptor superfamily member 1A",<http://www.geneontology.org/go#GO_0042981>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7157>,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7157>,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7157>,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7157>,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7157>,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7157>,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7157>,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",<http://www.geneontology.org/go#GO_0042981>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7184>,"HSP90B1, ECGP, GP96, GRP94, HEL-S-125m, HEL35, TRA1; heat shock protein 90kDa beta (Grp94), member 1; K09487 heat shock protein 90kDa beta",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7185>,"TRAF1, EBI6, MGC:10353; TNF receptor-associated factor 1; K03172 TNF receptor-associated factor 1",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7185>,"TRAF1, EBI6, MGC:10353; TNF receptor-associated factor 1; K03172 TNF receptor-associated factor 1",<http://www.geneontology.org/go#GO_0042981>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7186>,"TRAF2, MGC:45012, TRAP, TRAP3; TNF receptor-associated factor 2; K03173 TNF receptor-associated factor 2",<http://www.geneontology.org/go#GO_0042981>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7186>,"TRAF2, MGC:45012, TRAP, TRAP3; TNF receptor-associated factor 2; K03173 TNF receptor-associated factor 2",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7187>,"TRAF3, CAP-1, CAP1, CD40bp, CRAF1, IIAE5, LAP1; TNF receptor-associated factor 3; K03174 TNF receptor-associated factor 3",<http://www.geneontology.org/go#GO_0042981>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7187>,"TRAF3, CAP-1, CAP1, CD40bp, CRAF1, IIAE5, LAP1; TNF receptor-associated factor 3; K03174 TNF receptor-associated factor 3",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7188>,"TRAF5, MGC:39780, RNF84; TNF receptor-associated factor 5; K09849 TNF receptor-associated factor 5",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7188>,"TRAF5, MGC:39780, RNF84; TNF receptor-associated factor 5; K09849 TNF receptor-associated factor 5",<http://www.geneontology.org/go#GO_0042981>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7188>,"TRAF5, MGC:39780, RNF84; TNF receptor-associated factor 5; K09849 TNF receptor-associated factor 5",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7189>,"TRAF6, MGC:3310, RNF85; TNF receptor-associated factor 6, E3 ubiquitin protein ligase; K03175 TNF receptor-associated factor 6",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7189>,"TRAF6, MGC:3310, RNF85; TNF receptor-associated factor 6, E3 ubiquitin protein ligase; K03175 TNF receptor-associated factor 6",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7189>,"TRAF6, MGC:3310, RNF85; TNF receptor-associated factor 6, E3 ubiquitin protein ligase; K03175 TNF receptor-associated factor 6",<http://www.geneontology.org/go#GO_0042981>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7248>,"TSC1, LAM, TSC; tuberous sclerosis 1; K07206 tuberous sclerosis 1",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7249>,"TSC2, LAM, PPP1R160, TSC4; tuberous sclerosis 2; K07207 tuberous sclerosis 2",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7272>,"TTK, CT96, ESK, MPH1, MPS1, MPS1L1, PYT; TTK protein kinase (EC:2.7.12.1); K08866 serine/threonine-protein kinase TTK/MPS1 [EC:2.7.12.1]",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7422>,"VEGFA, MVCD1, VEGF, VPF; vascular endothelial growth factor A; K05448 vascular endothelial growth factor A",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7422>,"VEGFA, MVCD1, VEGF, VPF; vascular endothelial growth factor A; K05448 vascular endothelial growth factor A",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7422>,"VEGFA, MVCD1, VEGF, VPF; vascular endothelial growth factor A; K05448 vascular endothelial growth factor A",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7422>,"VEGFA, MVCD1, VEGF, VPF; vascular endothelial growth factor A; K05448 vascular endothelial growth factor A",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7423>,"VEGFB, VEGFL, VRF; vascular endothelial growth factor B; K16858 vascular endothelial growth factor B",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7423>,"VEGFB, VEGFL, VRF; vascular endothelial growth factor B; K16858 vascular endothelial growth factor B",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7424>,"VEGFC, Flt4-L, LMPH1D, VRP; vascular endothelial growth factor C; K05449 vascular endothelial growth factor C/D",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7424>,"VEGFC, Flt4-L, LMPH1D, VRP; vascular endothelial growth factor C; K05449 vascular endothelial growth factor C/D",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7424>,"VEGFC, Flt4-L, LMPH1D, VRP; vascular endothelial growth factor C; K05449 vascular endothelial growth factor C/D",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7424>,"VEGFC, Flt4-L, LMPH1D, VRP; vascular endothelial growth factor C; K05449 vascular endothelial growth factor C/D",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7428>,"VHL, HRCA1, RCA1, VHL1, pVHL; von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase; K03871 von Hippel-Lindau disease tumor supressor",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7428>,"VHL, HRCA1, RCA1, VHL1, pVHL; von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase; K03871 von Hippel-Lindau disease tumor supressor",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7471>,"WNT1, BMND16, INT1, OI15; wingless-type MMTV integration site family, member 1; K03209 wingless-type MMTV integration site family, member 1",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7472>,"WNT2, INT1L1, IRP; wingless-type MMTV integration site family member 2; K00182 wingless-type MMTV integration site family, member 2",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7474>,"WNT5A, hWNT5A; wingless-type MMTV integration site family, member 5A; K00444 wingless-type MMTV integration site family, member 5",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7474>,"WNT5A, hWNT5A; wingless-type MMTV integration site family, member 5A; K00444 wingless-type MMTV integration site family, member 5",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7474>,"WNT5A, hWNT5A; wingless-type MMTV integration site family, member 5A; K00444 wingless-type MMTV integration site family, member 5",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7476>,"WNT7A; wingless-type MMTV integration site family, member 7A; K00572 wingless-type MMTV integration site family, member 7",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_7476>,"WNT7A; wingless-type MMTV integration site family, member 7A; K00572 wingless-type MMTV integration site family, member 7",<http://www.geneontology.org/go#GO_0008284>
